time, CoM_x,CoM_y,CoM_z,ep_x,ep_y,ep_z
0.002000 0.237617 -0.001821 0.382730 2689464.213700 50.000000 50.000000 2689464.213700 0.000000 1.000000 1.000000 1.000000 50.000000 50.000000 1.000000 1.000000 2689464.213700 2689464.213700 0.000000 1.000000 0.000279 0.000007 0.000401 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.000579 0.000006 0.000401 -28.796560 -23.791904
0.004000 0.237620 -0.001821 0.382739 3100305.188724 50.000000 50.000000 3100305.188724 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 3100305.188724 3100305.188724 0.000000 0.000000 0.000630 0.000127 0.004660 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.001230 0.000125 0.004660 -0.840265 -1.204657
0.006000 0.237623 -0.001821 0.382755 3543486.937742 50.000000 50.000000 3543486.937742 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 3543486.937742 3543486.937742 0.000000 0.000000 0.000814 0.000198 0.007902 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.001714 0.000195 0.007902 -1.990890 -0.892929
0.008000 0.237627 -0.001820 0.382775 4013173.398876 50.000000 50.000000 4013173.398876 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 4013173.398876 4013173.398876 0.000000 0.000000 0.000888 0.000234 0.010386 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002088 0.000229 0.010386 -2.766440 -0.711622
0.010000 0.237632 -0.001820 0.382800 4501710.026876 50.000000 50.000000 4501710.026876 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 4501710.026876 4501710.026876 0.000000 0.000000 0.000892 0.000245 0.012300 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002392 0.000239 0.012299 -3.269278 -0.593974
0.012000 0.237637 -0.001819 0.382828 5000050.000001 50.000000 50.000000 5000050.000001 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 5000050.000001 5000050.000001 0.000000 0.000000 0.000853 0.000239 0.013779 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002653 0.000232 0.013779 -3.571420 -0.505164
0.014000 0.237643 -0.001819 0.382856 5498389.973126 50.000000 50.000000 5498389.973126 0.000000 0.000000 0.000000 0.000000 50.000000 50.000000 0.000000 0.000000 5498389.973126 5498389.973126 0.000000 0.000000 0.000893 0.000056 0.014093 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.002993 0.000049 0.014092 1.305771 2.215122
0.016000 0.237650 -0.001819 0.382880 5986926.601126 50.000000 50.000000 5986926.601126 0.000000 0.000000 0.000000 0.000035 50.000000 50.000000 0.000000 0.000000 5986926.601126 5986926.601126 0.000000 0.000035 0.000938 0.000294 0.011932 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.003338 0.000285 0.011930 7.363221 10.055319
0.018000 0.237657 -0.001818 0.382897 6456613.062259 50.000000 50.000000 6456613.062259 0.000005 0.000000 0.000000 0.273619 50.000000 50.000000 0.000000 0.000000 6456613.062259 6456613.062259 0.000005 0.273619 0.000729 0.000611 0.008671 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.003429 0.000601 0.008670 9.407051 13.092659
0.020000 0.237663 -0.001816 0.382908 6899794.811277 50.000000 50.000000 6899794.811277 0.257214 0.000000 0.000000 0.654949 50.000000 50.000000 0.000000 0.000000 6899794.811277 6899794.811277 0.257214 0.654949 0.000186 0.000779 0.005409 -0.007812 0.000000 0.000000 -0.007812 0.000000 0.000000 0.003186 0.000768 0.005407 8.992217 13.254603
